id,titulo,preco,marca,modelo,km,ano,tipo,pot_motor,kit_gnv,cor,combustivel,portas,cambio,direcao,municipio,url
416,renault sandero authentique flex 1.0 12v 5p 2018 - 1360802278 | olx,38500.0,renault,renault sandero authentique flex 1.0 12v 5p,101600,2018,hatch,1.0,0,branco,flex,4.0,manual,hidráulica,belo horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/renault-sandero-2018-1-0-12v-sce-flex-authentique-manual-1360802278
417,volkswagen geração iv ecomotion 1.0 8v mi total flex mec. 4p 2011 - 1362196903 | olx,55000.0,volkswagen,volkswagen geração iv ecomotion 1.0 8v mi total flex mec. 4p,150000,2011,hatch,1.0,0,branco,flex,4.0,manual,hidráulica,brasília,https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gol-g5-2011-completo-1362196903
418,jeep compass 2023 - 1362196906 | olx,145900.0,jeep,jeep compass,15479,2023,elétrica,1.3,0,cinza,flex,4.0,automático,elétrica,campinas,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-1-3-t270-turbo-flex-longitude-at6-1362196906
419,jeep renegade1.8 4x2 flex 16v aut. 2018 - 1362196907 | olx,72900.0,jeep,jeep renegade1.8 4x2 flex 16v aut.,65000,2018,suv,1.8,0,branco,flex,4.0,automático,elétrica,natal,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-std-1-8-automatico-flex-km-65mil-1362196907
420,ford ka 1.0 se/se plus tivct flex 5p 2019 - 1335965310 | olx,45500.0,ford,ford ka 1.0 se/se plus tivct flex 5p,68000,2019,hatch,1.0,0,branco,flex,4.0,manual,hidráulica,castelo,https://es.olx.com.br/sul-do-espirito-santo/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-se-1-0-ano-2019-1335965310
421,jeep renegade long. t270 1.3 tb 4x2 flex aut. 2023 - 1357286852 | olx,116900.0,jeep,jeep renegade long. t270 1.3 tb 4x2 flex aut.,55113,2023,suv,,0,,flex,4.0,automático,,goiânia,https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-1-3-t270-turbo-longitude-1357286852
422,fiat cronos drive 1.3 8v flex 2023 - 1360219324 | olx,71490.0,fiat,fiat cronos drive 1.3 8v flex,50355,2023,sedã,1.0,0,prata,flex,4.0,manual,elétrica,uberlândia,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-cronos-2023-1-0-firefly-flex-drive-manual-1360219324
423,toyota hilux sw4 srx 4x4 2.8 tdi 16v dies. aut. 2022 - 1360368264 | olx,302990.0,toyota,toyota hilux sw4 srx 4x4 2.8 tdi 16v dies. aut.,60481,2022,suv,2.0 - 2.9,0,cinza,diesel,,automático,hidráulica,vitória,https://es.olx.com.br/norte-do-espirito-santo/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-sw4-2-8-d-4d-turbo-diesel-srx-4x4-automatico-1360368264
424,mitsubishi lancer gt 2.0 16v 160cv aut. 2014 - 1348788848 | olx,54700.0,mitsubishi,mitsubishi lancer gt 2.0 16v 160cv aut.,189000,2014,sedã,2.0 - 2.9,1,cinza,gasolina,4.0,automático,hidráulica,rio de janeiro,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/lancer-teto-solar-2024-meu-nome-1348788848
425,toyota corolla xrs 2.0 flex 16v aut. 2018 - 1353843123 | olx,83500.0,toyota,toyota corolla xrs 2.0 flex 16v aut.,74621,2018,sedã,2.0 - 2.9,0,preto,flex,4.0,automático,hidráulica,rio de janeiro,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/corolla-xrs-2018-1353843123
426,volkswagen polo comfortline tsi 1.0 flex 12v aut. 2024 - 1356479590 | olx,95500.0,volkswagen,volkswagen polo comfortline tsi 1.0 flex 12v aut.,31859,2024,elétrica,,0,prata,flex,4.0,automático,elétrica,são paulo,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-polo-comfortline-aut-flex-1356479590
427,volkswagen golf variant comfortline 1.4 tsi mec. 2016 - 1337531099 | olx,90000.0,volkswagen,volkswagen golf variant comfortline 1.4 tsi mec.,137000,2016,perua,1.4,0,branco,gasolina,,manual,hidráulica,joinville,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/golf-variant-com-cambio-manual-1337531099
428,nissan sentra s 2.0 flexstart 16v aut. 2020 - 1338433391 | olx,76500.0,nissan,nissan sentra s 2.0 flexstart 16v aut.,92000,2020,sedã,2.0 - 2.9,1,preto,flex,4.0,automático,,rio de janeiro,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/nissan-sentra-2020-1338433391
429,volkswagen saveiro highline 1.6 t. flex 8v cd 2016 - 1355543022 | olx,59000.0,volkswagen,volkswagen saveiro highline 1.6 t. flex 8v cd,148000,2016,pick-up,1.6,0,prata,flex,2.0,manual,hidráulica,plácido de castro,https://ac.olx.com.br/acre/autos-e-pecas/carros-vans-e-utilitarios/vende-se-1355543022
430,volkswagen nivus comfortline 1.0 200 tsi flex aut 2024 - 1356479766 | olx,112290.0,volkswagen,volkswagen nivus comfortline 1.0 200 tsi flex aut,0,2024,elétrica,,0,preto,flex,4.0,automático,elétrica,são paulo,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-nivus-sense-200-tsi-1356479766
431,mercedes-benz a 200 1.6 turbo 2016 - 1362196840 | olx,89900.0,mercedes-benz,mercedes-benz a 200 1.6 turbo,59452,2016,hatch,1.6,0,preto,gasolina,4.0,automático,elétrica,maringá,https://pr.olx.com.br/regiao-de-maringa/autos-e-pecas/carros-vans-e-utilitarios/mercedes-a200-1-6-turbo-2016-unico-dono-baixa-km-1362196840
432,mercedes-benz gla 200 night 1.6. tb 16v flex aut. 2015 - 1329057382 | olx,102000.0,mercedes-benz,mercedes-benz gla 200 night 1.6. tb 16v flex aut.,130000,2015,suv,1.6,0,preto,flex,4.0,automático,elétrica,vila velha,https://es.olx.com.br/norte-do-espirito-santo/autos-e-pecas/carros-vans-e-utilitarios/mercedes-gla-200-vision-1-6-turbo-1329057382
433,jeep compass long. t270 1.3 tb 4x2 flex aut 2023 - 1362196803 | olx,139900.0,jeep,jeep compass long. t270 1.3 tb 4x2 flex aut,22755,2023,suv,,0,branco,flex,4.0,automático,hidráulica,feira de santana,https://ba.olx.com.br/regiao-de-feira-de-santana-e-alagoinhas/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-long-t270-1-3-tb-4x2-flex-aut-1362196803
434,ford ecosport freestyle 1.6 16v flex 5p 2013 - 1362196786 | olx,40000.0,ford,ford ecosport freestyle 1.6 16v flex 5p,205000,2013,suv,1.6,0,branco,flex,4.0,manual,elétrica,goiânia,https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/carros-vans-e-utilitarios/ecosport-2013-14-1362196786
